01, 1091, 05
01, 1091, 06
01, 1092, 02
01, 1092, 03
01, 1092, 04
01, 1092, 05
01, 1092, 06
01, 1105, 02
01, 1105, 03
01, 1105, 04
01, 1105, 05
01, 1105, 06
01, 1106, 02
01, 1106, 03
01, 1106, 04
01, 1106, 05
01, 1106, 06
01, 1107, 02
01, 1107, 03
01, 1107, 04
01, 1107, 05
01, 1107, 06
01, 1108, 02
01, 1108, 03
01, 1108, 04
01, 1108, 05
01, 1108, 06
01, 1109, 02
01, 1109, 03
01, 1109, 04
01, 1109, 05
01, 1109, 06
01, 1266, 02
01, 1266, 03
01, 1266, 04
01, 1266, 05
01, 1266, 06
01, 1267, 02
01, 1267, 03
01, 1267, 04
01, 1267, 05
01, 1267, 06
01, 0280, 02
01, 0280, 03
01, 0280, 04
01, 0280, 05
01, 0280, 06
01, 0459, 02
01, 0459, 03
01, 0459, 04
01, 0459, 05
01, 0459, 06
01, 0470, 02
01, 0470, 03
01, 0470, 04
01, 0470, 05
01, 0470, 06
01, 0601, 02
01, 0601, 03
01, 0601, 04
01, 0601, 05
01, 0602, 02
01, 0602, 03
01, 0602, 04
01, 0602, 05
01, 0602, 06
01, 0603, 02
01, 0603, 03
01, 0603, 04
01, 0603, 05
01, 0603, 06
01, 0885, 02
01, 0885, 03
01, 0885, 04
01, 0885, 05
01, 0885, 06
01, 0939, 02
01, 0939, 03
01, 0939, 04
01, 0939, 05
01, 0939, 06
01, 1054, 02
01, 1054, 03
01, 1054, 04
01, 1054, 05
01, 1054, 06
01, 0384, 03
01, 0384, 04
01, 0384, 05
01, 0473, 03
01, 0473, 04
01, 0473, 05
01, 0542, 03
01, 0542, 04
01, 0542, 05
01, 0676, 03
01, 0676, 04
01, 0676, 05
01, 0471, 03
01, 0471, 05
01, 1248, 02
01, 0604, 03
01, 0886, 03
01, 0886, 05
01, 1043, 03
01, 1110, 02
01, 1110, 03
01, 1366, 03
01, 1366, 05
01, 1180, 02
01, 1329, 03
01, 1152, 03
02, 0428, 02
02, 0428, 03
02, 0428, 04
02, 0428, 05
02, 0428, 06
02, 0489, 02
02, 0489, 03
02, 0489, 04
02, 0489, 05
02, 0489, 06
02, 0521, 02
02, 0521, 03
02, 0521, 04
02, 0521, 05
02, 0521, 06
02, 0696, 02
02, 0696, 03
02, 0696, 04
02, 0696, 05
02, 0696, 06
02, 0820, 02
02, 0820, 03
02, 0820, 04
02, 0820, 05
02, 0820, 06
02, 0870, 02
02, 0870, 03
02, 0870, 04
02, 0870, 05
02, 0870, 06
02, 0931, 02
02, 0931, 03
02, 0931, 04
02, 0931, 05
02, 0931, 06
02, 0992, 02
02, 0992, 03
02, 0992, 04
02, 0992, 05
02, 0992, 06
02, 1053, 02
02, 1053, 03
02, 1053, 04
02, 1053, 05
02, 1053, 06
02, 1124, 02
02, 1124, 03
02, 1124, 04
02, 1124, 05
02, 1124, 06
02, 1312, 02
02, 1312, 03
02, 1312, 04
02, 1312, 05
02, 1312, 06
02, 1329, 02
02, 1329, 03
02, 1329, 04
02, 1329, 05
02, 1329, 06
02, 1368, 02
02, 1368, 03
02, 1368, 04
02, 1368, 05
02, 1368, 06
02, 0047, 02
02, 0047, 03
02, 0047, 04
02, 0047, 05
02, 0047, 06
02, 0079, 02
02, 0079, 03
02, 0079, 04
02, 0079, 05
02, 0079, 06
02, 0080, 02
02, 0080, 03
02, 0080, 04
02, 0080, 05
02, 0080, 06
02, 0108, 02
02, 0108, 03
02, 0108, 04
02, 0108, 05
02, 0108, 06
02, 0169, 02
02, 0169, 03
02, 0169, 04
02, 0169, 05
02, 0169, 06
02, 0184, 02
02, 0184, 03
02, 0184, 04
02, 0184, 05
02, 0184, 06
02, 0199, 02
02, 0199, 03
02, 0199, 04
02, 0199, 05
02, 0199, 06
02, 0214, 02
02, 0214, 03
02, 0214, 04
02, 0214, 05
02, 0214, 06
02, 0218, 03
02, 0218, 04
02, 0218, 05
02, 0218, 06
02, 0254, 02
02, 0254, 03
02, 0254, 04
02, 0254, 05
02, 0254, 06
02, 0255, 05
02, 0255, 06
02, 1133, 02
02, 1133, 03
02, 1133, 04
02, 1133, 05
02, 1133, 06
02, 0302, 03
02, 0302, 04
